away_possession,home_possession,home_shots_on_goal,away_shots_on_goal,result
53,47,8.0,2.0,1
40,60,2.0,6.0,-1
63,37,9.0,4.0,1
,,5.0,3.0,1
,,1.0,5.0,-1
,,8.0,1.0,1
47,53,5.0,3.0,1
44,56,10.0,4.0,-1
40,60,8.0,3.0,1
38,62,7.0,2.0,1
44,56,4.0,4.0,1
51,49,6.0,2.0,-1
73,27,10.0,2.0,1
40,60,5.0,18.0,-1
64,36,6.0,3.0,1
51,49,0.0,1.0,0
,,1.0,1.0,1
46,54,4.0,5.0,1
36,64,3.0,3.0,0
52,48,10.0,2.0,1
50,50,7.0,2.0,0
46,54,7.0,4.0,1
57,43,6.0,5.0,1
48,52,5.0,3.0,1
67,33,7.0,3.0,1
61,39,7.0,2.0,1
36,64,2.0,10.0,-1
,,6.0,5.0,0
51,49,3.0,2.0,1
36,64,3.0,5.0,-1
39,61,2.0,6.0,-1
48,52,5.0,1.0,-1
58,42,10.0,5.0,1
56,44,4.0,6.0,-1
78,22,5.0,2.0,1
62,38,6.0,2.0,1
36,64,3.0,5.0,-1
42,58,0.0,2.0,0
36,64,3.0,4.0,-1
46,54,5.0,5.0,1
45,55,4.0,3.0,1
67,33,15.0,3.0,1
,,5.0,8.0,-1
57,43,9.0,5.0,1
77,23,6.0,5.0,1
55,45,4.0,3.0,-1
,,12.0,6.0,1
52,48,3.0,7.0,0
,,5.0,2.0,1
52,48,6.0,4.0,1
33,67,2.0,9.0,0
49,51,6.0,9.0,-1
,,5.0,5.0,1
,,6.0,3.0,0
,,4.0,4.0,1
28,72,1.0,7.0,-1
,,6.0,7.0,1
51,49,10.0,8.0,1
,,5.0,1.0,1
,,8.0,7.0,1
55,45,8.0,4.0,0
,,1.0,6.0,-1
60,40,7.0,4.0,-1
52,48,14.0,4.0,1
51,49,5.0,3.0,-1
72,28,10.0,0.0,1
57,43,5.0,3.0,1
,,2.0,1.0,1
56,44,5.0,11.0,1
,,3.0,1.0,-1
40,60,4.0,6.0,0
59,41,13.0,2.0,0
,,4.0,3.0,1
37,63,4.0,9.0,0
,,11.0,1.0,0
77,23,9.0,5.0,1
44,56,1.0,5.0,-1
,,5.0,5.0,0
47,53,14.0,8.0,1
30,70,0.0,11.0,0
,,6.0,12.0,-1
,,6.0,10.0,1
,,6.0,2.0,-1
43,57,6.0,9.0,-1
,,5.0,8.0,-1
42,58,3.0,11.0,0
59,41,9.0,7.0,1
,,5.0,6.0,-1
56,44,10.0,6.0,1
,,12.0,6.0,1
47,53,7.0,5.0,1
47,53,6.0,4.0,1
,,1.0,0.0,-1
,,4.0,1.0,1
,,2.0,1.0,1
,,3.0,3.0,1
,,2.0,4.0,-1
,,8.0,8.0,1
,,2.0,8.0,-1
67,33,7.0,5.0,0
,,5.0,1.0,0
24,76,3.0,9.0,-1
54,46,4.0,9.0,1
,,1.0,8.0,-1
,,9.0,5.0,-1
45,55,5.0,5.0,-1
51,49,3.0,2.0,1
,,3.0,2.0,1
45,55,3.0,4.0,1
,,7.0,5.0,-1
,,2.0,1.0,1
,,3.0,5.0,1
,,5.0,4.0,1
51,49,10.0,7.0,1
31,69,2.0,6.0,-1
,,1.0,7.0,1
,,9.0,7.0,1
,,5.0,3.0,1
,,4.0,9.0,1
60,40,2.0,3.0,-1
,,3.0,4.0,-1
52,48,7.0,3.0,0
,,5.0,0.0,1
49,51,3.0,1.0,1
60,40,10.0,4.0,-1
,,4.0,1.0,1
43,57,7.0,7.0,-1
,,6.0,2.0,1
53,47,9.0,3.0,0
45,55,4.0,6.0,-1
,,5.0,9.0,-1
52,48,6.0,4.0,-1
45,55,2.0,3.0,0
,,9.0,5.0,1
,,7.0,8.0,-1
59,41,6.0,3.0,1
51,49,7.0,4.0,1
75,25,12.0,2.0,1
,,10.0,1.0,-1
,,8.0,4.0,0
44,56,5.0,2.0,1
55,45,5.0,4.0,1
,,6.0,5.0,-1
39,61,6.0,6.0,-1
,,3.0,2.0,-1
54,46,4.0,5.0,0
,,2.0,5.0,1
37,63,3.0,13.0,0
,,9.0,3.0,1
,,7.0,3.0,-1
60,40,9.0,3.0,1
,,4.0,1.0,1
,,1.0,3.0,1
,,2.0,8.0,1
,,3.0,4.0,-1
70,30,7.0,4.0,-1
57,43,14.0,4.0,0
46,54,7.0,9.0,1
,,9.0,9.0,0
59,41,7.0,1.0,1
42,58,4.0,1.0,1
,,1.0,3.0,1
,,8.0,3.0,1
,,5.0,4.0,1
,,1.0,0.0,1
54,46,10.0,2.0,1
64,36,10.0,2.0,1
62,38,3.0,2.0,-1
,,8.0,9.0,-1
33,67,2.0,9.0,-1
,,3.0,2.0,0
48,52,1.0,3.0,0
,,4.0,8.0,-1
34,66,6.0,9.0,1
,,4.0,3.0,1
,,7.0,4.0,1
,,2.0,4.0,0
58,42,10.0,6.0,-1
,,9.0,4.0,1
,,5.0,2.0,0
,,8.0,6.0,1
26,74,3.0,9.0,0
,,2.0,0.0,-1
,,2.0,7.0,1
,,2.0,2.0,1
63,37,7.0,8.0,-1
47,53,11.0,4.0,1
,,4.0,4.0,1
,,3.0,1.0,0
53,47,4.0,7.0,-1
,,6.0,4.0,1
,,3.0,1.0,0
71,29,12.0,2.0,1
,,4.0,4.0,1
28,72,5.0,2.0,-1
,,4.0,5.0,-1
,,6.0,2.0,0
54,46,7.0,9.0,0
62,38,5.0,3.0,1
34,66,2.0,13.0,0
,,2.0,10.0,-1
,,6.0,0.0,1
45,55,2.0,1.0,0
,,7.0,4.0,1
56,44,7.0,3.0,0
59,41,7.0,1.0,1
,,2.0,4.0,-1
44,56,1.0,4.0,-1
78,22,13.0,1.0,1
47,53,5.0,3.0,1
52,48,5.0,3.0,1
35,65,2.0,5.0,-1
,,1.0,0.0,1
51,49,2.0,5.0,0
,,2.0,1.0,1
33,67,3.0,6.0,0
,,5.0,6.0,0
49,51,6.0,10.0,0
,,9.0,4.0,1
,,4.0,2.0,1
58,42,3.0,1.0,1
,,8.0,14.0,-1
,,6.0,3.0,1
,,8.0,3.0,-1
54,46,8.0,9.0,-1
51,49,4.0,4.0,1
49,51,3.0,10.0,0
31,69,5.0,10.0,-1
55,45,9.0,2.0,-1
49,51,5.0,7.0,-1
45,55,14.0,4.0,0
48,52,2.0,8.0,-1
,,3.0,2.0,1
,,9.0,5.0,1
43,57,5.0,3.0,-1
31,69,2.0,7.0,-1
,,10.0,4.0,-1
,,16.0,0.0,-1
,,5.0,3.0,-1
,,3.0,3.0,-1
,,4.0,5.0,0
44,56,6.0,6.0,1
,,10.0,5.0,1
,,5.0,2.0,1
51,49,6.0,4.0,-1
,,11.0,6.0,1
,,4.0,2.0,1
54,46,6.0,9.0,1
36,64,2.0,6.0,-1
31,69,6.0,5.0,0
,,2.0,1.0,-1
,,1.0,3.0,0
,,3.0,6.0,1
,,1.0,7.0,1
,,11.0,2.0,1
58,42,13.0,5.0,-1
,,4.0,5.0,1
,,4.0,6.0,1
,,6.0,3.0,1
,,7.0,5.0,1
,,1.0,8.0,-1
57,43,9.0,2.0,-1
,,6.0,1.0,1
,,4.0,5.0,1
,,4.0,3.0,1
41,59,2.0,4.0,-1
48,52,5.0,2.0,0
,,3.0,5.0,-1
,,7.0,0.0,-1
55,45,1.0,4.0,1
,,9.0,5.0,1
,,5.0,3.0,-1
,,11.0,4.0,-1
,,10.0,3.0,1
,,4.0,3.0,1
,,7.0,3.0,0
,,4.0,2.0,0
,,4.0,1.0,1
48,52,5.0,3.0,1
,,3.0,3.0,-1
,,6.0,4.0,1
,,0.0,1.0,0
75,25,2.0,5.0,0
,,5.0,2.0,0
,,9.0,1.0,1
,,6.0,4.0,1
59,41,7.0,2.0,0
,,2.0,10.0,-1
45,55,7.0,6.0,-1
,,4.0,7.0,-1
,,10.0,2.0,-1
45,55,5.0,6.0,1
73,27,7.0,1.0,1
62,38,5.0,2.0,0
,,4.0,6.0,0
,,8.0,5.0,1
63,37,13.0,4.0,1
,,2.0,1.0,1
30,70,2.0,12.0,-1
,,2.0,3.0,-1
51,49,4.0,11.0,1
37,63,4.0,7.0,1
,,3.0,8.0,-1
31,69,2.0,12.0,0
75,25,9.0,4.0,0
54,46,5.0,2.0,1
,,4.0,6.0,0
47,53,9.0,6.0,1
60,40,8.0,1.0,1
50,50,6.0,13.0,1
55,45,10.0,2.0,1
59,41,7.0,4.0,1
39,61,5.0,3.0,1
,,0.0,5.0,1
,,2.0,6.0,0
,,1.0,4.0,-1
,,13.0,2.0,0
59,41,4.0,6.0,-1
,,8.0,4.0,-1
31,69,3.0,10.0,-1
52,48,5.0,4.0,1
,,3.0,5.0,1
50,50,3.0,4.0,1
50,50,6.0,6.0,1
49,51,4.0,3.0,1
,,8.0,3.0,0
,,8.0,1.0,1
44,56,6.0,3.0,1
,,12.0,2.0,0
,,2.0,12.0,-1
65,35,7.0,3.0,1
58,42,6.0,7.0,-1
,,8.0,3.0,1
,,5.0,8.0,-1
,,4.0,3.0,1
,,5.0,8.0,0
,,6.0,0.0,0
43,57,7.0,6.0,1
,,0.0,3.0,0
,,5.0,1.0,-1
54,46,2.0,6.0,1
,,5.0,4.0,1
,,12.0,3.0,0
,,2.0,5.0,-1
,,1.0,7.0,-1
,,6.0,3.0,0
38,62,2.0,7.0,-1
,,10.0,3.0,1
51,49,11.0,4.0,-1
55,45,4.0,5.0,1
,,11.0,3.0,1
,,7.0,0.0,1
,,6.0,8.0,1
58,42,7.0,4.0,0
,,9.0,4.0,0
,,6.0,4.0,-1
,,1.0,5.0,0
,,2.0,9.0,0
,,4.0,0.0,1
42,58,1.0,10.0,0
,,3.0,4.0,0
,,12.0,3.0,1
37,63,5.0,10.0,1
43,57,4.0,3.0,-1
,,7.0,3.0,-1
,,14.0,2.0,1
49,51,1.0,5.0,1
62,38,7.0,6.0,-1
,,5.0,0.0,1
49,51,6.0,7.0,1
57,43,3.0,7.0,-1
54,46,3.0,3.0,-1
,,1.0,15.0,1
46,54,9.0,5.0,1
36,64,1.0,2.0,1
55,45,5.0,0.0,1
42,58,5.0,1.0,1
70,30,7.0,4.0,1
58,42,6.0,8.0,1
39,61,5.0,1.0,0
,,6.0,8.0,-1
,,2.0,5.0,1
47,53,4.0,8.0,1
,,5.0,6.0,-1
67,33,8.0,7.0,-1
,,11.0,3.0,0
,,9.0,4.0,1
,,2.0,5.0,1
46,54,5.0,4.0,1
,,5.0,1.0,0
,,10.0,4.0,-1
,,8.0,10.0,-1
,,5.0,5.0,0
56,44,6.0,8.0,1
67,33,13.0,2.0,-1
45,55,6.0,8.0,-1
,,8.0,10.0,1
,,5.0,1.0,1
59,41,3.0,6.0,1
50,50,9.0,4.0,1
,,5.0,0.0,-1
,,4.0,5.0,0
,,8.0,4.0,1
40,60,5.0,6.0,1
,,6.0,4.0,0
,,7.0,6.0,1
57,43,2.0,3.0,0
,,7.0,5.0,0
,,6.0,4.0,1
53,47,3.0,5.0,-1
,,3.0,6.0,-1
,,5.0,6.0,1
,,9.0,0.0,1
,,5.0,1.0,0
,,3.0,2.0,-1
53,47,7.0,8.0,1
,,10.0,3.0,1
58,42,11.0,4.0,0
,,4.0,2.0,1
43,57,8.0,1.0,1
42,58,4.0,4.0,-1
38,62,4.0,18.0,-1
53,47,5.0,9.0,0
46,54,4.0,12.0,-1
,,4.0,5.0,1
,,4.0,2.0,0
45,55,5.0,2.0,1
,,2.0,2.0,1
,,6.0,4.0,-1
,,7.0,4.0,-1
,,2.0,4.0,0
,,4.0,3.0,-1
51,49,3.0,4.0,0
55,45,9.0,4.0,1
39,61,0.0,5.0,-1
48,52,5.0,7.0,0
,,9.0,3.0,1
,,7.0,4.0,0
,,12.0,7.0,-1
55,45,8.0,2.0,1
,,6.0,1.0,1
,,2.0,14.0,1
,,3.0,3.0,1
,,4.0,3.0,1
59,41,4.0,5.0,-1
,,1.0,12.0,0
,,4.0,2.0,1
,,6.0,1.0,1
,,6.0,13.0,1
,,10.0,0.0,1
,,6.0,3.0,1
55,45,11.0,7.0,-1
,,5.0,1.0,1
49,51,11.0,2.0,0
,,4.0,10.0,0
,,10.0,1.0,-1
,,14.0,2.0,1
50,50,5.0,4.0,0
68,32,2.0,1.0,-1
,,7.0,3.0,-1
50,50,6.0,5.0,0
,,4.0,4.0,-1
,,6.0,7.0,-1
,,7.0,4.0,1
56,44,7.0,0.0,-1
,,2.0,10.0,1
,,6.0,2.0,1
,,9.0,0.0,1
,,11.0,6.0,0
,,10.0,7.0,1
,,8.0,8.0,-1
,,8.0,2.0,0
,,1.0,8.0,-1
55,45,3.0,4.0,-1
,,10.0,3.0,0
,,4.0,13.0,-1
,,7.0,4.0,1
45,55,8.0,1.0,1
37,63,2.0,9.0,0
36,64,4.0,7.0,-1
55,45,4.0,7.0,1
71,29,7.0,1.0,1
,,6.0,4.0,1
,,3.0,6.0,0
46,54,8.0,2.0,0
,,9.0,4.0,1
45,55,4.0,8.0,1
,,9.0,4.0,1
62,38,7.0,3.0,1
49,51,1.0,3.0,1
37,63,3.0,7.0,1
41,59,3.0,6.0,-1
,,4.0,1.0,0
,,13.0,1.0,1
,,2.0,4.0,-1
49,51,5.0,4.0,-1
,,7.0,4.0,1
,,5.0,7.0,1
,,11.0,6.0,0
,,4.0,10.0,-1
45,55,7.0,3.0,1
48,52,4.0,9.0,-1
,,3.0,4.0,1
,,8.0,2.0,1
57,43,4.0,4.0,1
,,10.0,0.0,1
72,28,5.0,1.0,1
50,50,3.0,0.0,1
29,71,2.0,10.0,-1
54,46,5.0,3.0,1
66,34,4.0,5.0,-1
,,7.0,4.0,1
68,32,8.0,2.0,0
50,50,9.0,1.0,1
35,65,9.0,4.0,1
,,4.0,7.0,-1
51,49,7.0,1.0,0
60,40,9.0,3.0,-1
48,52,2.0,9.0,0
53,47,3.0,3.0,1
66,34,5.0,5.0,1
,,7.0,5.0,-1
38,62,5.0,6.0,1
39,61,3.0,6.0,0
64,36,9.0,4.0,1
67,33,3.0,1.0,1
37,63,3.0,3.0,1
36,64,11.0,6.0,-1
29,71,6.0,10.0,1
,,7.0,3.0,1
62,38,10.0,2.0,-1
56,44,5.0,1.0,1
32,68,2.0,7.0,0
,,8.0,6.0,0
45,55,3.0,8.0,1
,,6.0,2.0,1
,,2.0,4.0,0
,,4.0,5.0,1
42,58,6.0,9.0,1
,,8.0,13.0,0
45,55,7.0,6.0,1
48,52,5.0,5.0,1
,,8.0,3.0,1
,,14.0,7.0,0
62,38,14.0,3.0,1
57,43,4.0,4.0,0
26,74,3.0,6.0,-1
46,54,5.0,5.0,-1
,,3.0,6.0,0
41,59,5.0,8.0,0
,,3.0,1.0,0
76,24,6.0,3.0,1
,,4.0,5.0,1
,,4.0,4.0,1
,,3.0,8.0,1
,,10.0,4.0,1
,,7.0,2.0,0
,,7.0,1.0,-1
,,4.0,3.0,0
45,55,6.0,4.0,-1
,,11.0,3.0,0
53,47,10.0,5.0,1
35,65,6.0,9.0,-1
46,54,6.0,3.0,0
49,51,4.0,4.0,-1
57,43,5.0,6.0,0
,,5.0,5.0,1
59,41,8.0,2.0,1
41,59,6.0,10.0,1
54,46,1.0,5.0,1
69,31,4.0,0.0,1
67,33,9.0,2.0,1
59,41,7.0,4.0,0
,,2.0,3.0,-1
,,7.0,2.0,1
56,44,4.0,5.0,-1
41,59,4.0,11.0,1
59,41,8.0,2.0,-1
43,57,5.0,1.0,1
,,6.0,7.0,1
,,9.0,5.0,-1
31,69,6.0,8.0,-1
,,10.0,2.0,-1
58,42,5.0,1.0,1
,,7.0,4.0,0
53,47,7.0,6.0,0
58,42,5.0,3.0,0
46,54,3.0,1.0,0
61,39,6.0,7.0,0
30,70,3.0,4.0,-1
66,34,9.0,4.0,0
52,48,7.0,8.0,1
,,6.0,5.0,1
53,47,2.0,2.0,1
54,46,9.0,8.0,0
52,48,5.0,5.0,0
54,46,3.0,7.0,1
54,46,3.0,3.0,1
33,67,6.0,10.0,1
71,29,8.0,2.0,1
55,45,16.0,1.0,0
44,56,3.0,6.0,1
35,65,5.0,5.0,-1
51,49,3.0,3.0,1
51,49,8.0,5.0,1
51,49,8.0,5.0,-1
,,9.0,2.0,-1
58,42,5.0,7.0,1
30,70,6.0,7.0,-1
71,29,5.0,3.0,1
52,48,5.0,5.0,-1
,,15.0,2.0,-1
40,60,7.0,11.0,-1
,,8.0,3.0,-1
46,54,5.0,2.0,-1
60,40,13.0,6.0,1
63,37,8.0,3.0,-1
,,7.0,2.0,0
77,23,5.0,2.0,1
37,63,5.0,4.0,0
,,7.0,5.0,-1
44,56,5.0,4.0,1
53,47,12.0,3.0,1
53,47,7.0,6.0,1
53,47,3.0,3.0,-1
50,50,4.0,5.0,0
,,4.0,6.0,0
24,76,4.0,11.0,0
43,57,4.0,5.0,1
,,3.0,8.0,1
62,38,12.0,3.0,0
37,63,6.0,5.0,-1
,,5.0,8.0,1
48,52,4.0,11.0,-1
52,48,10.0,4.0,1
55,45,2.0,0.0,-1
,,4.0,2.0,0
,,8.0,3.0,1
47,53,6.0,4.0,0
,,8.0,4.0,-1
55,45,4.0,5.0,-1
61,39,6.0,5.0,1
,,7.0,2.0,-1
48,52,7.0,9.0,0
,,4.0,6.0,1
,,3.0,4.0,1
32,68,3.0,8.0,1
45,55,1.0,2.0,1
,,5.0,6.0,-1
53,47,6.0,5.0,-1
39,61,3.0,11.0,1
52,48,2.0,4.0,1
68,32,7.0,2.0,-1
47,53,6.0,4.0,0
60,40,6.0,6.0,-1
48,52,3.0,8.0,0
,,9.0,2.0,1
58,42,6.0,5.0,0
64,36,8.0,3.0,-1
49,51,7.0,3.0,1
55,45,6.0,5.0,1
,,3.0,2.0,0
49,51,9.0,6.0,-1
46,54,6.0,7.0,1
54,46,6.0,2.0,1
36,64,3.0,5.0,-1
59,41,7.0,2.0,1
49,51,3.0,5.0,-1
57,43,7.0,3.0,0
41,59,1.0,14.0,-1
52,48,5.0,3.0,1
72,28,7.0,0.0,1
50,50,5.0,4.0,1
59,41,3.0,10.0,1
48,52,2.0,5.0,-1
50,50,7.0,8.0,1
41,59,1.0,6.0,0
45,55,3.0,6.0,1
46,54,5.0,4.0,1
47,53,5.0,3.0,0
,,6.0,2.0,0
24,76,1.0,11.0,-1
58,42,3.0,4.0,1
44,56,7.0,7.0,1
,,10.0,4.0,1
43,57,8.0,5.0,1
40,60,6.0,4.0,-1
57,43,4.0,5.0,1
33,67,5.0,2.0,1
50,50,7.0,1.0,0
22,78,3.0,2.0,-1
52,48,5.0,2.0,1
53,47,7.0,3.0,0
56,44,6.0,3.0,1
61,39,8.0,0.0,1
,,7.0,7.0,1
,,11.0,3.0,1
57,43,12.0,1.0,1
50,50,3.0,2.0,-1
57,43,6.0,8.0,-1
59,41,7.0,2.0,1
67,33,6.0,4.0,1
52,48,6.0,7.0,-1
46,54,6.0,4.0,-1
,,9.0,5.0,1
54,46,8.0,0.0,-1
,,6.0,5.0,0
46,54,8.0,2.0,1
61,39,7.0,4.0,1
43,57,8.0,6.0,1
46,54,5.0,5.0,1
27,73,8.0,10.0,-1
,,2.0,2.0,1
58,42,10.0,1.0,-1
55,45,4.0,3.0,1
,,5.0,8.0,1
41,59,2.0,2.0,0
66,34,5.0,5.0,1
,,5.0,4.0,1
55,45,7.0,1.0,-1
,,7.0,2.0,1
51,49,5.0,4.0,0
,,9.0,2.0,1
49,51,6.0,9.0,1
,,4.0,9.0,-1
,,8.0,8.0,1
54,46,3.0,3.0,1
,,7.0,4.0,-1
43,57,4.0,6.0,-1
58,42,10.0,5.0,1
52,48,12.0,3.0,1
,,1.0,6.0,1
,,6.0,3.0,-1
53,47,6.0,6.0,1
,,2.0,4.0,1
,,4.0,2.0,1
65,35,5.0,4.0,0
36,64,6.0,10.0,0
50,50,7.0,1.0,0
60,40,8.0,5.0,0
,,2.0,7.0,-1
64,36,5.0,2.0,1
30,70,4.0,7.0,-1
56,44,6.0,9.0,-1
,,4.0,5.0,1
46,54,4.0,1.0,0
52,48,4.0,4.0,-1
58,42,8.0,5.0,1
,,5.0,6.0,1
35,65,3.0,6.0,1
53,47,6.0,7.0,1
57,43,9.0,4.0,1
,,7.0,1.0,1
55,45,8.0,4.0,1
47,53,7.0,4.0,-1
,,1.0,8.0,0
52,48,9.0,4.0,1
54,46,5.0,7.0,1
39,61,4.0,14.0,0
60,40,6.0,5.0,-1
68,32,8.0,1.0,1
,,4.0,6.0,-1
62,38,10.0,4.0,1
69,31,3.0,5.0,1
53,47,5.0,4.0,1
56,44,6.0,3.0,0
,,5.0,5.0,-1
56,44,12.0,5.0,-1
60,40,14.0,5.0,1
,,3.0,7.0,-1
52,48,6.0,5.0,1
,,8.0,2.0,0
51,49,8.0,4.0,1
54,46,13.0,4.0,0
55,45,5.0,4.0,-1
47,53,4.0,4.0,1
45,55,2.0,4.0,0
51,49,6.0,4.0,0
47,53,7.0,10.0,1
,,2.0,1.0,-1
38,62,2.0,2.0,-1
61,39,5.0,6.0,1
,,3.0,4.0,-1
59,41,7.0,6.0,1
58,42,6.0,3.0,1
51,49,4.0,3.0,0
51,49,7.0,9.0,0
65,35,10.0,4.0,-1
58,42,6.0,2.0,-1
62,38,4.0,3.0,-1
40,60,4.0,6.0,0
61,39,9.0,4.0,1
58,42,8.0,1.0,0
53,47,4.0,6.0,1
52,48,5.0,7.0,0
55,45,6.0,6.0,-1
53,47,4.0,7.0,-1
,,5.0,4.0,0
,,8.0,2.0,-1
67,33,9.0,3.0,1
30,70,3.0,5.0,0
54,46,13.0,5.0,-1
47,53,5.0,6.0,1
50,50,6.0,4.0,0
48,52,6.0,7.0,0
51,49,4.0,2.0,-1
52,48,6.0,3.0,0
48,52,0.0,3.0,1
,,2.0,4.0,1
35,65,4.0,9.0,0
60,40,7.0,10.0,1
50,50,6.0,4.0,1
63,37,10.0,3.0,1
54,46,5.0,9.0,-1
49,51,2.0,3.0,1
58,42,13.0,10.0,0
62,38,9.0,1.0,1
49,51,6.0,7.0,0
63,37,3.0,4.0,1
,,1.0,5.0,0
,,8.0,6.0,1
39,61,5.0,10.0,-1
67,33,5.0,3.0,1
53,47,5.0,4.0,0
55,45,9.0,3.0,1
,,6.0,10.0,0
50,50,7.0,7.0,-1
,,5.0,4.0,-1
34,66,3.0,7.0,-1
61,39,6.0,3.0,1
,,8.0,9.0,1
54,46,3.0,5.0,1
52,48,7.0,5.0,-1
59,41,5.0,7.0,1
,,8.0,3.0,-1
56,44,4.0,7.0,0
46,54,3.0,2.0,1
71,29,8.0,3.0,1
53,47,6.0,2.0,-1
49,51,5.0,8.0,0
59,41,7.0,7.0,-1
58,42,5.0,3.0,1
,,4.0,1.0,1
60,40,13.0,2.0,-1
55,45,3.0,2.0,0
54,46,5.0,0.0,0
56,44,1.0,6.0,1
34,66,1.0,9.0,-1
51,49,7.0,6.0,-1
49,51,6.0,5.0,0
63,37,3.0,0.0,1
44,56,9.0,7.0,-1
42,58,4.0,3.0,0
,,4.0,3.0,1
48,52,5.0,3.0,0
,,4.0,13.0,0
,,10.0,3.0,1
59,41,11.0,3.0,1
57,43,5.0,4.0,1
,,4.0,5.0,-1
59,41,13.0,3.0,0
,,7.0,5.0,0
,,4.0,7.0,-1
51,49,2.0,6.0,1
50,50,2.0,6.0,-1
,,5.0,1.0,1
31,69,5.0,6.0,-1
64,36,6.0,5.0,-1
,,6.0,11.0,-1
55,45,6.0,1.0,0
41,59,5.0,6.0,-1
,,10.0,3.0,0
,,5.0,3.0,1
51,49,6.0,6.0,1
45,55,5.0,9.0,0
,,6.0,1.0,0
47,53,0.0,1.0,0
62,38,3.0,4.0,-1
43,57,2.0,6.0,1
,,6.0,3.0,1
52,48,5.0,3.0,1
,,3.0,3.0,-1
51,49,7.0,6.0,-1
35,65,8.0,1.0,0
56,44,8.0,2.0,-1
58,42,5.0,10.0,-1
57,43,9.0,7.0,-1
,,8.0,3.0,0
41,59,5.0,7.0,-1
63,37,9.0,3.0,-1
45,55,9.0,4.0,1
65,35,6.0,1.0,-1
,,3.0,4.0,-1
,,2.0,3.0,1
,,8.0,2.0,1
54,46,8.0,3.0,1
,,1.0,10.0,-1
54,46,4.0,3.0,1
64,36,8.0,4.0,1
,,2.0,6.0,0
,,3.0,4.0,1
,,1.0,5.0,-1
33,67,3.0,1.0,0
36,64,2.0,4.0,1
,,7.0,2.0,0
,,12.0,4.0,0
48,52,4.0,3.0,1
53,47,2.0,7.0,-1
43,57,6.0,9.0,-1
48,52,11.0,5.0,-1
70,30,5.0,3.0,0
43,57,2.0,3.0,-1
71,29,11.0,2.0,1
57,43,5.0,4.0,0
46,54,5.0,5.0,1
41,59,2.0,7.0,1
56,44,7.0,5.0,1
55,45,2.0,1.0,0
65,35,9.0,1.0,-1
66,34,9.0,6.0,1
57,43,6.0,4.0,0
38,62,6.0,8.0,-1
55,45,4.0,4.0,1
58,42,3.0,3.0,-1
,,4.0,9.0,-1
59,41,11.0,1.0,1
41,59,6.0,3.0,1
62,38,3.0,8.0,-1
50,50,9.0,5.0,1
45,55,9.0,2.0,0
38,62,3.0,10.0,-1
,,13.0,2.0,1
41,59,3.0,4.0,-1
,,3.0,1.0,0
39,61,6.0,8.0,-1
,,7.0,1.0,0
,,4.0,2.0,1
55,45,7.0,5.0,1
44,56,4.0,2.0,-1
70,30,4.0,2.0,1
41,59,9.0,7.0,1
50,50,2.0,2.0,0
,,9.0,6.0,1
36,64,3.0,7.0,-1
,,5.0,1.0,1
53,47,9.0,3.0,0
,,4.0,5.0,-1
58,42,6.0,4.0,-1
37,63,1.0,6.0,1
62,38,8.0,3.0,0
,,0.0,10.0,0
58,42,7.0,8.0,0
58,42,6.0,4.0,0
46,54,4.0,2.0,1
,,3.0,9.0,-1
50,50,2.0,3.0,1
,,8.0,4.0,1
,,10.0,9.0,-1
,,6.0,5.0,1
45,55,3.0,6.0,0
43,57,4.0,5.0,1
49,51,6.0,9.0,-1
56,44,5.0,5.0,0
43,57,9.0,3.0,1
60,40,6.0,3.0,1
45,55,5.0,14.0,1
,,2.0,8.0,1
59,41,9.0,2.0,-1
55,45,9.0,6.0,0
,,6.0,4.0,1
,,6.0,3.0,-1
46,54,2.0,2.0,1
,,3.0,1.0,1
40,60,10.0,2.0,0
57,43,3.0,10.0,0
42,58,7.0,6.0,-1
,,7.0,6.0,1
,,4.0,8.0,0
41,59,1.0,5.0,1
56,44,3.0,3.0,-1
,,3.0,3.0,-1
45,55,2.0,10.0,1
42,58,3.0,10.0,1
41,59,7.0,0.0,1
38,62,4.0,8.0,-1
56,44,3.0,5.0,1
61,39,8.0,0.0,1
,,6.0,7.0,-1
52,48,2.0,1.0,1
51,49,2.0,5.0,-1
51,49,7.0,2.0,1
44,56,7.0,5.0,0
,,5.0,5.0,-1
,,6.0,6.0,1
,,7.0,4.0,1
61,39,5.0,4.0,1
36,64,6.0,9.0,0
45,55,3.0,1.0,0
,,11.0,9.0,1
60,40,10.0,3.0,0
56,44,3.0,5.0,0
46,54,5.0,4.0,-1
47,53,3.0,4.0,0
43,57,3.0,5.0,1
42,58,6.0,5.0,0
51,49,8.0,1.0,0
68,32,7.0,2.0,0
,,7.0,1.0,1
61,39,8.0,3.0,1
56,44,5.0,2.0,1
,,3.0,1.0,-1
48,52,3.0,7.0,1
52,48,4.0,8.0,-1
,,10.0,4.0,1
,,5.0,3.0,-1
61,39,7.0,3.0,0
,,1.0,3.0,1
30,70,2.0,6.0,-1
,,5.0,6.0,0
54,46,6.0,5.0,1
,,2.0,5.0,-1
53,47,7.0,2.0,1
56,44,5.0,6.0,1
52,48,11.0,2.0,1
52,48,4.0,3.0,1
50,50,7.0,3.0,0
,,4.0,2.0,1
,,6.0,6.0,1
,,7.0,3.0,1
59,41,2.0,8.0,1
58,42,4.0,6.0,-1
45,55,3.0,7.0,-1
59,41,5.0,7.0,-1
,,6.0,8.0,0
